Date,Open,High,Low,Close,Volume,Currency,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
2020-03-26,32851.9,33104.6,31913.3,31913.3,3118867,VND,1191.2999999999993,938.6000000000022,33305.728571428575,34453.21428571428,36267.72857142857,1300.745526885937,2971.0649028829534
2020-03-27,32057.7,32057.7,30974.6,31119.0,3483136,VND,1083.1000000000022,938.7000000000007,32759.057142857146,34081.885714285716,35824.2,1300.7665404893385,3013.076089646599
2020-03-30,29241.8,29675.0,28953.0,29169.6,2853546,VND,722.0,72.20000000000073,32006.100000000002,33499.114285714284,35318.78571428572,1645.2444286486486,3200.1364282301715
2020-03-31,29963.8,30613.6,28953.0,29675.0,2199385,VND,1660.5999999999985,288.7999999999993,31325.34285714286,32998.857142857145,34816.80952380953,1443.70247033678,3220.175407785236
2020-04-01,29458.4,31191.2,29458.4,30541.4,1921633,VND,1732.7999999999993,-1083.0,31108.72857142857,32699.735714285714,34349.21428571428,1429.1855556156167,3084.973493287384
2020-04-03,31046.8,32238.2,30830.2,32202.1,2740221,VND,1408.0,-1155.2999999999993,31119.04285714286,32516.65714285714,33974.45238095238,1438.0167718736257,2821.794923026672
2020-04-06,33212.9,34295.9,32851.9,34295.9,3595866,VND,1444.0,-1083.0,31273.757142857146,32511.5,33730.3380952381,1729.5462515324218,2534.0026555779787
2020-04-07,34295.9,34440.3,33573.9,34151.5,3258390,VND,866.4000000000015,144.40000000000146,31593.5,32449.614285714284,33499.97619047619,2045.5122357654225,2234.1865521716895
2020-04-08,33285.1,33971.0,33032.4,33826.6,2085147,VND,938.5999999999985,-541.5,31980.3,32369.678571428572,33381.357142857145,2191.613086290418,2141.307896256745
2020-04-09,33934.9,34368.1,33573.9,33826.6,2833286,VND,794.1999999999971,108.30000000000291,32645.58571428571,32325.842857142856,33214.60476190477,1881.0263664893203,1946.0106696717392
2020-04-10,33646.1,33934.9,33140.7,33501.7,2488973,VND,794.2000000000044,144.40000000000146,33192.25714285714,32258.799999999996,33063.323809523805,1356.8447330196932,1779.6306742986942
2020-04-13,33501.7,33934.9,33285.1,33573.9,1660214,VND,649.8000000000029,-72.20000000000437,33625.47142857143,32367.1,33008.31428571428,689.3295213808265,1743.043852943975
2020-04-14,34368.1,35740.0,33934.9,35740.0,5385289,VND,1805.0999999999985,-1371.9000000000015,34130.88571428571,32624.964285714286,33054.73333333334,764.6557818792957,1804.082143455058
2020-04-15,36462.0,36678.6,35992.7,36173.2,2916378,VND,685.9000000000015,288.8000000000029,34399.07142857143,32836.41428571429,33140.69047619047,1091.5236807847248,1909.6987814586946
2020-04-16,35884.4,36678.6,35595.6,36317.6,1994966,VND,1083.0,-433.1999999999971,34708.514285714286,33151.00714285714,33202.58095238096,1297.2868976296159,1992.8294983814117
2020-04-17,36967.4,37039.6,36245.4,36967.4,3480332,VND,794.1999999999971,0.0,35157.2,33568.75,33298.852380952376,1472.7117584011255,2125.6546602444882
2020-04-20,37472.8,37545.0,36606.4,37039.6,2962111,VND,938.5999999999985,433.20000000000437,35616.2,34130.892857142855,33422.62857142858,1489.4879399756708,2266.4588383959067
2020-04-21,36462.0,36750.8,35306.8,35595.6,4942251,VND,1444.0,866.4000000000015,35915.32857142857,34553.79285714286,33477.642857142855,1170.072272289454,2306.071388871449
2020-04-22,35234.6,36967.4,35162.3,36895.2,3234651,VND,1805.0999999999985,-1660.5999999999985,36389.8,35007.63571428571,33708.0,593.915403627781,2396.960694713217
2020-04-23,37617.2,37689.4,36823.0,36823.0,1803111,VND,866.4000000000015,794.1999999999971,36544.514285714286,35337.7,33931.48095238095,534.5215412824174,2460.410721529867
2020-04-24,36750.8,36967.4,36173.2,36823.0,1866551,VND,794.2000000000044,-72.19999999999709,36637.34285714286,35518.20714285714,34103.39047619047,515.3703615105436,2532.748819149826
2020-04-27,37184.0,37184.0,36462.0,36606.4,1877620,VND,722.0,577.5999999999985,36678.6,35693.55714285714,34326.87142857143,496.730403068943,2536.8885819331795
2020-04-28,36606.4,36678.6,36245.4,36606.4,1288526,VND,433.1999999999971,0.0,36627.02857142857,35892.11428571429,34588.176190476195,480.2146524010389,2471.7200609908987
2020-04-29,36678.6,37111.8,36462.0,36678.6,1784358,VND,649.8000000000029,0.0,36575.45714285714,36095.82857142857,34945.747619047615,446.7407557598014,2173.8433834154544
2020-05-04,36245.4,36750.8,35956.6,36462.0,1184339,VND,794.2000000000044,-216.59999999999854,36699.228571428575,36307.27857142857,35268.938095238096,154.37009332764856,1828.0679441629911
2020-05-05,36678.6,36823.0,36389.8,36750.8,896642,VND,433.1999999999971,-72.20000000000437,36678.6,36534.2,35564.623809523815,131.81856217177298,1497.446419043062
2020-05-06,36823.0,38339.2,36823.0,38194.8,4589276,VND,1516.199999999997,-1371.800000000003,36874.57142857143,36709.54285714286,35849.990476190476,593.4973005111299,1391.906231721411
2020-05-07,38267.0,38628.0,37833.8,38628.0,2685629,VND,794.1999999999971,-361.0,37132.42857142857,36884.885714285716,36056.28095238095,886.9286211682112,1468.9541839755213
2020-05-08,38700.2,39783.3,38700.2,38772.4,4741588,VND,1083.1000000000058,-72.20000000000437,37441.857142857145,37060.228571428575,36276.323809523805,1037.8208112146415,1514.7416290922058
2020-05-11,38989.1,39277.9,38483.6,38989.1,2802948,VND,794.3000000000029,0.0,37782.24285714286,37204.635714285716,36522.15714285714,1106.5989183937565,1516.2080561623397
2020-05-12,38989.1,39277.9,38700.2,39277.9,3740283,VND,577.7000000000044,-288.8000000000029,38153.57142857143,37364.514285714286,36781.74285714285,1110.6406090093783,1498.1780296652282
2020-05-13,40081.0,41810.8,39996.6,41642.1,7881883,VND,1814.2000000000044,-1561.0999999999985,38893.58571428571,37796.40714285714,37169.380952380954,1464.9348716222955,1652.2652546184017
2020-05-14,41304.5,41431.1,40924.8,41093.6,2987011,VND,506.29999999999563,210.90000000000146,39513.985714285714,38096.29285714286,37527.461904761905,1318.488034869888,1648.9232842908023
2020-05-15,40756.1,41262.4,40292.0,40502.9,2795524,VND,970.4000000000015,253.1999999999971,39843.71428571428,38359.142857142855,37754.26666666666,1218.4086744992735,1716.9292843135722
2020-05-18,40081.0,40798.3,39996.6,40798.3,2301093,VND,801.7000000000044,-717.3000000000029,40153.75714285714,38643.09285714286,37974.509523809524,1130.4501195793623,1798.6751407369122
2020-05-19,41515.5,41937.4,41009.2,41557.7,3310885,VND,928.2000000000044,-42.19999999999709,40551.65714285714,38996.75714285714,38224.038095238095,1050.5666690840458,1916.9115184265513
2020-05-20,41346.7,41346.7,40967.0,41262.4,1432187,VND,379.6999999999971,84.29999999999563,40876.41428571429,39329.32857142857,38428.561904761904,811.1146783460766,2003.310627305809
2020-05-21,41262.4,41599.9,41220.2,41599.9,2308120,VND,379.70000000000437,-337.5,41208.12857142858,39680.85,38645.719047619044,436.9182254314779,2090.489629397682
2020-05-22,41346.7,41346.7,40882.6,40882.6,1991478,VND,464.09999999999854,464.09999999999854,41099.62857142858,39996.607142857145,38897.48095238095,404.2724152278835,2022.0321809059487
2020-05-25,40924.8,41009.2,40334.2,40882.6,2337951,VND,675.0,42.200000000004366,41069.485714285714,40291.735714285714,39087.357142857145,412.5776752262982,2011.7994322426014
2020-05-26,40924.8,41178.0,40798.3,41178.0,1858032,VND,379.6999999999971,-253.1999999999971,41165.92857142857,40504.82142857143,39294.73809523809,328.3721045514133,1991.0684236048794
2020-05-27,41262.4,41684.3,40502.9,40502.9,2413368,VND,1181.4000000000015,759.5,41123.728571428575,40638.74285714286,39469.97142857143,395.59231419167133,1923.4395517257851
2020-05-28,40671.7,41009.2,40502.9,40502.9,1373537,VND,506.29999999999563,168.79999999999563,40973.04285714286,40762.34999999999,39655.51904761905,403.54952136060206,1818.4651219144357
2020-05-29,40502.9,40587.3,40081.0,40460.7,1548096,VND,506.3000000000029,42.200000000004366,40858.514285714286,40867.46428571428,39839.05714285714,421.12218903202694,1684.9345167013664
2020-06-01,40502.9,40798.3,40502.9,40756.1,1492873,VND,295.40000000000146,-253.1999999999971,40737.97142857143,40973.049999999996,40033.223809523806,265.57649064032785,1530.3733233773394
2020-06-02,40756.1,40924.8,40502.9,40502.9,1675240,VND,421.90000000000146,253.1999999999971,40683.72857142857,40891.67857142857,40225.64761904762,269.8550148644545,1294.8019352855827
2020-06-03,40502.9,41304.5,40418.5,41051.4,2177020,VND,886.0,-548.5,40707.84285714286,40888.66428571429,40430.438095238096,296.78620732274675,1030.9418055721837
2020-06-04,41262.4,41262.4,40840.4,40840.4,1449069,VND,422.0,422.0,40659.614285714284,40912.771428571425,40556.41904761905,226.83841847251716,897.0372342435356
2020-06-05,40840.4,41093.6,40629.5,41093.6,1421630,VND,464.09999999999854,-253.1999999999971,40744.0,40933.86428571429,40673.828571428574,265.4152721049564,786.5683194377337
2020-06-08,41346.7,42190.5,41346.7,41642.1,4730239,VND,843.8000000000029,-295.40000000000146,40906.74285714285,40939.892857142855,40810.48095238095,405.32483622033124,682.0469937029933
2020-06-09,41853.0,41895.2,41262.4,41304.5,1715271,VND,632.7999999999956,548.5,41027.28571428572,40942.9,40920.73809523809,374.8937157317319,546.5848008099321
2020-06-10,41346.7,41346.7,40840.4,41178.0,1503671,VND,506.29999999999563,168.6999999999971,41087.55714285715,40912.76428571429,41011.219047619044,357.5416938722739,398.1483839214843
2020-06-11,41178.0,41178.0,38815.3,38815.3,4919770,VND,2362.699999999997,2362.699999999997,40846.47142857143,40765.09999999999,40876.60952380953,929.2908294576974,600.582142512583
2020-06-12,37971.5,39659.1,37971.5,39659.1,3617268,VND,1687.5999999999985,-1687.5999999999985,40647.57142857143,40677.70714285714,40808.3,1022.449297380637,653.8819755890539
2020-06-15,40502.9,40502.9,38730.9,38815.3,1388625,VND,1772.0,1687.5999999999985,40358.271428571425,40508.94285714285,40727.938095238096,1225.1931612528695,784.0406191495664
2020-06-16,39321.6,39490.4,39068.4,39321.6,1265840,VND,422.0,0.0,40105.12857142858,40424.56428571428,40657.619047619046,1230.9887688551216,841.52806704191
2020-06-17,39406.0,39448.2,39026.3,39110.6,906925,VND,421.8999999999942,295.40000000000146,39743.485714285714,40325.11428571429,40541.090476190475,1064.840137342241,879.242711033199
2020-06-18,39068.4,39406.0,38941.9,39321.6,946427,VND,464.09999999999854,-253.1999999999971,39460.21428571428,40243.75,40448.671428571426,814.7423057394843,901.3561339132864
2020-06-19,39321.6,39659.1,39321.6,39659.1,857291,VND,337.5,-337.5,39243.22857142857,40165.392857142855,40356.25238095238,351.6670570971813,876.572487943409
2020-06-22,39659.1,39659.1,39532.5,39659.1,905257,VND,126.59999999999854,0.0,39363.77142857143,40105.12142857142,40297.990476190476,324.0705772627303,880.4908494158323
2020-06-23,39616.9,40840.4,39448.2,40123.2,1947790,VND,1392.2000000000044,-506.29999999999563,39430.07142857143,40038.82142857143,40261.828571428574,426.00340262420673,870.8215885835115
2020-06-24,40418.5,40460.7,39701.3,39827.9,698050,VND,759.3999999999942,590.5999999999985,39574.72857142857,39966.5,40197.538095238095,347.0632109295717,849.3741851954568
2020-06-25,39363.8,39743.5,39321.6,39490.4,840432,VND,421.90000000000146,-126.59999999999854,39598.84285714286,39851.985714285714,40149.32380952381,332.08532466361123,859.846252480651
2020-06-26,39490.4,39785.7,39406.0,39532.5,693312,VND,379.6999999999971,-42.099999999998545,39659.114285714284,39701.3,40103.114285714284,258.9323426979233,865.9481891464254
2020-06-29,39321.6,39321.6,38688.7,38857.5,1473403,VND,632.9000000000015,464.09999999999854,39592.81428571429,39526.51428571429,40026.77142857143,387.33609190860403,902.7352840911446
2020-06-30,38941.9,39152.8,38309.0,38520.0,1833342,VND,843.8000000000029,421.90000000000146,39430.08571428571,39336.65714285715,39920.29047619048,556.9781666232703,943.3704939762684
2020-07-01,38815.3,39068.4,38646.5,38984.1,996659,VND,421.90000000000146,-168.79999999999563,39333.65714285715,39348.71428571428,39847.96666666667,569.0217478476407,954.6237773770371
2020-07-02,39068.4,39068.4,38773.1,38941.9,620034,VND,295.3000000000029,126.5,39164.9,39297.485714285714,39747.514285714286,460.6982779793038,932.387576218166
2020-07-03,39237.2,39237.2,38899.7,39026.3,609224,VND,337.5,210.89999999999418,39050.385714285716,39312.55714285715,39661.12857142857,356.2077410187171,909.8343360981337
2020-07-06,39237.2,39616.9,39068.4,39490.4,1253397,VND,548.5,-253.20000000000437,39050.385714285716,39324.614285714284,39584.78571428572,356.2077410187171,848.8448434702258
2020-07-07,39659.1,40418.5,39659.1,40038.8,3150023,VND,759.4000000000015,-379.70000000000437,39122.71428571428,39390.91428571429,39508.438095238096,494.84212778251833,716.3075502020564
2020-07-08,39912.3,40418.5,39912.3,40249.8,1693502,VND,506.1999999999971,-337.5,39321.614285714284,39457.21428571428,39458.21428571428,631.4358648575056,613.7075111859051
2020-07-09,40418.5,40840.4,40334.2,40798.3,2643736,VND,506.20000000000437,-379.8000000000029,39647.08571428571,39538.58571428571,39440.13333333334,729.0131672988063,564.0939490312037
2020-07-10,40587.3,40713.9,40081.0,40334.2,1338957,VND,632.9000000000015,253.10000000000582,39839.95714285714,39586.80714285715,39512.461904761905,702.48860692324,577.1966003680817
2020-07-13,40502.9,41304.5,40292.0,41051.4,3061864,VND,1012.5,-548.5,40141.31428571429,39653.107142857145,39578.76190476191,705.4922310664163,667.7438337240312
2020-07-14,40756.1,41220.2,40756.1,40967.0,1781971,VND,464.09999999999854,-210.90000000000146,40418.55714285715,39734.47142857143,39681.223809523806,560.7689002821579,708.5725156291566
2020-07-15,41093.6,41304.5,40840.4,41009.2,1744021,VND,464.09999999999854,84.40000000000146,40635.52857142857,39842.95714285714,39761.58571428571,417.25644678161564,759.6075607088027
2020-07-16,40967.0,41135.8,40840.4,41009.2,1219610,VND,295.40000000000146,-42.19999999999709,40774.15714285714,39948.43571428571,39851.99523809524,340.00927368287,790.6067419877257
2020-07-17,40924.8,40924.8,40587.3,40587.3,1510065,VND,337.5,337.5,40822.37142857142,40071.99285714286,39912.26666666667,269.97860849982084,796.37456158116
2020-07-20,40587.3,40671.7,39954.4,39996.6,2357133,VND,717.2999999999956,590.7000000000044,40707.84285714285,40177.46428571428,39928.3380952381,413.6891258626637,794.4131006450239
2020-07-21,40081.0,40460.7,39870.1,40334.2,1081265,VND,590.5999999999985,-253.1999999999971,40707.84285714286,40273.9,39960.485714285714,413.6891258626637,796.6296305598747
2020-07-22,40502.9,40502.9,39912.3,39996.6,940574,VND,590.5999999999985,506.3000000000029,40557.15714285714,40349.23571428571,39954.45714285714,457.47928134179176,795.8153193874049
2020-07-23,39996.6,40292.0,39743.5,40292.0,1056425,VND,548.5,-295.40000000000146,40460.72857142857,40439.642857142855,39976.55714285714,426.80432954005556,798.5644091566289
2020-07-24,39996.6,40123.2,38309.0,38730.9,3646122,VND,1814.199999999997,1265.699999999997,40135.25714285714,40385.392857142855,39940.39047619047,712.1488651892222,837.9124858271363
2020-07-27,37971.5,38730.9,36790.2,36874.5,3765503,VND,1940.7000000000044,1097.0,39544.58571428571,40159.37142857142,39813.81904761904,1320.9496526218072,1070.9535375632797
2020-07-28,37465.2,38646.5,37254.3,38562.2,2246537,VND,1392.199999999997,-1097.0,39255.28571428572,40038.82857142857,39799.75714285714,1275.5008877933599,1085.9714828538017
2020-07-29,37465.2,37887.1,36958.9,37591.8,1787330,VND,928.1999999999971,-126.60000000000582,38911.74285714286,39809.79285714286,39755.55714285714,1363.3843354645794,1157.2154335177552
2020-07-30,37634.0,38098.1,37634.0,38098.1,704076,VND,464.09999999999854,-464.09999999999854,38592.299999999996,39650.07142857143,39713.36666666666,1229.9881625445398,1202.0313741053485
2020-07-31,37127.7,38140.3,37127.7,37549.6,1272188,VND,1012.6000000000058,-421.90000000000146,38242.72857142857,39399.94285714285,39647.066666666666,1105.8171031929078,1282.419673248034
2020-08-03,37549.6,38730.9,37549.6,38730.9,1601030,VND,1181.300000000003,-1181.300000000003,38019.71428571428,39240.22142857143,39633.0,710.3566180177089,1291.159540490741
2020-08-04,39237.2,39490.4,38984.1,39279.4,1209007,VND,506.3000000000029,-42.200000000004366,38098.07142857143,39116.66428571429,39622.95238095238,823.1730512963907,1293.1441785892666
2020-08-05,39237.2,39785.7,39026.3,39659.1,1527798,VND,759.3999999999942,-421.90000000000146,38495.87142857142,39020.22857142857,39604.87142857142,805.9830968330781,1289.6889044041275
2020-08-06,39659.1,39870.1,39406.0,39490.4,1326709,VND,464.09999999999854,168.6999999999971,38628.47142857143,38941.87857142858,39568.70952380953,890.6234515105971,1281.3207814224445
2020-08-07,39490.4,40334.2,39490.4,39743.5,1476244,VND,843.7999999999956,-253.09999999999854,38935.857142857145,38923.8,39518.48095238095,843.2536211149818,1251.0263141194553
2020-08-10,39954.4,40334.2,39743.5,39827.9,1334426,VND,590.6999999999971,126.5,39182.97142857143,38887.635714285716,39494.37142857143,809.6197826021125,1239.3440342145193
2020-08-11,40038.8,40038.8,39659.1,39659.1,1391144,VND,379.70000000000437,379.70000000000437,39484.32857142857,38863.52857142857,39428.07142857143,377.7098653473529,1188.0648286786036
2020-08-12,39743.5,40081.0,39574.7,40081.0,1418215,VND,506.3000000000029,-337.5,39677.200000000004,38848.45714285714,39385.880952380954,252.96736284834523,1145.656897862231
2020-08-13,40249.8,40460.7,40081.0,40460.7,1965465,VND,379.6999999999971,-210.89999999999418,39845.95714285714,38972.014285714286,39359.76190476191,326.65718960954075,1112.5722338241478
2020-08-14,40587.3,40671.7,40038.8,40334.2,1878836,VND,632.8999999999942,253.10000000000582,39942.4,39219.135714285716,39327.619047619046,360.2282702210748,1071.529902811542
2020-08-17,40420.4,40506.6,40075.6,40506.6,1206143,VND,431.0,-86.19999999999709,40087.57142857143,39358.02142857143,39323.77619047619,352.3920341240685,1066.9211901096658
2020-08-18,40506.6,40635.8,40334.2,40377.3,718980,VND,301.6000000000058,129.29999999999563,40178.114285714284,39556.985714285714,39341.90476190476,329.962702076653,1082.052113105674
2020-08-19,40420.4,40549.6,40204.9,40377.3,1008769,VND,344.6999999999971,43.099999999998545,40256.59999999999,39719.78571428572,39343.95714285714,296.4110771656408,1084.067352876053
2020-08-20,40420.4,40894.4,40377.3,40549.6,2098095,VND,517.0999999999985,-129.1999999999971,40383.81428571429,39934.07142857143,39370.29047619047,154.22688296276604,1107.1835931339597
2020-08-21,40722.0,40937.5,40678.9,40851.3,1449242,VND,258.59999999999854,-129.3000000000029,40493.857142857145,40085.52857142857,39396.92380952381,175.4973775406847,1136.794944528267
2020-08-24,41325.3,41885.5,41239.1,41756.2,4071243,VND,646.4000000000015,-430.8999999999942,40678.92857142857,40262.44285714285,39540.985714285714,506.2025342826203,1235.5731638741495
2020-08-25,41885.5,42187.1,41842.4,42101.0,3800371,VND,344.6999999999971,-215.5,40931.32857142857,40436.864285714284,39789.86666666666,706.5119808237508,1197.4049366582685
2020-08-26,42057.9,42101.0,41540.8,41713.1,1528339,VND,560.1999999999971,344.8000000000029,41103.68571428571,40595.62857142858,39939.909523809525,732.322605205611,1232.7705102349828
2020-08-27,41583.9,43178.3,41583.9,42962.8,4283740,VND,1594.4000000000015,-1378.9000000000015,41473.042857142864,40825.57857142857,40195.671428571426,930.1859327702927,1277.5956700549339
2020-08-28,43264.4,44040.1,43005.9,43005.9,4610788,VND,1034.199999999997,258.5,41848.55714285715,41052.57857142857,40429.37619047619,944.5807691901073,1322.7928110271157
2020-08-31,43005.9,43350.6,42531.9,42661.2,2231737,VND,818.6999999999971,344.70000000000437,42150.21428571428,41267.014285714286,40672.78571428572,784.1679782388637,1233.6800822279527
2020-09-01,42661.2,43523.0,42531.9,43005.9,2021022,VND,991.0999999999985,-344.70000000000437,42458.014285714286,41475.93571428571,40876.357142857145,587.5585571628183,1249.8312924437769
2020-09-03,43436.8,43523.0,43005.9,43436.8,2623737,VND,517.0999999999985,0.0,42698.1,41688.51428571429,41074.328571428574,596.2857927761656,1311.9472985387447
2020-09-04,42661.2,43092.1,42661.2,43092.1,1769287,VND,430.90000000000146,-430.90000000000146,42839.68571428571,41885.50714285714,41237.804761904765,546.4617200029796,1340.3624537700398
2020-09-07,43049.0,43092.1,41799.3,41799.3,2611616,VND,1292.7999999999956,1249.699999999997,42852.0,41977.84285714286,41347.752380952385,517.0216049644752,1283.3437885536746
2020-09-08,42014.8,42661.2,41799.3,42661.2,1873201,VND,861.8999999999942,-646.3999999999942,42808.91428571429,42140.97857142857,41486.69047619047,518.8129702458066,1258.6811522005926
2020-09-09,41928.6,42661.2,41885.5,42402.6,1714443,VND,775.6999999999971,-474.0,42722.72857142857,42285.642857142855,41609.295238095234,530.6118283462814,1213.614411366493
2020-09-10,42661.2,42919.7,42316.4,42402.6,1156843,VND,603.2999999999956,258.59999999999854,42685.78571428572,42418.0,41739.938095238096,544.4319040020216,1138.5264838713408
2020-09-11,42230.2,42402.6,42101.0,42359.5,1002984,VND,301.59999999999854,-129.3000000000029,42593.44285714285,42525.72857142857,41848.438095238096,535.8381871956901,1079.5697103366867
2020-09-14,42445.7,42661.2,42316.4,42488.8,1296510,VND,344.79999999999563,-43.10000000000582,42458.01428571429,42578.05714285715,41945.014285714286,386.0155326260582,1039.177447929833
2020-09-15,42661.2,43092.1,42488.8,43092.1,2192740,VND,603.2999999999956,-430.90000000000146,42458.014285714286,42648.85,42076.34285714285,386.0155326260582,998.9165949025336
